#Table1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate,fiberid,mjd,z,Flux_HeII_3203,Flux_NeV_3345,Flux_NeV_3425,Flux_OII_3726,Flux_OII_3728,Flux_NeIII_3868,Flux_NeIII_3967,Flux_He_3970,Flux_Hd_4101,Flux_Hg_4340,Flux_OIII_4363,Flux_HeII_4685,Flux_ArIV_4711,Flux_ArIV_4740,Flux_Hb_4861,Flux_OIII_4958,Flux_OIII_5006,Flux_NI_5197,Flux_NI_5200,Flux_HeI_5875,Flux_OI_6300,Flux_OI_6363,Flux_NII_6547,Flux_Ha_6562,Flux_NII_6583,Flux_SII_6716,Flux_SII_6730
282,543,51658,0.1058184, , ,2.579506111,1.199898915,0.668341553,0.439797818,0.184525072,0.129820901,0.259947521,0.457198194,0.058275861,0.008073555,0.007977398, ,1.017334659,2.072030917,5.924630688,0.008711617,0.002006475,0.12296379,0.061881547,0.023970554,0.040482619,3.153737444,0.119103907,0.21494625,0.172629149
2214,121,53794,0.04833487, , , ,0.159935107,2.253423855,0.951623635,0.427678567, ,0.246059163,0.476240274,0.148855876,0.265907907,0.07432221,0.056545042,0.961306298,3.623060832,10.33338605, ,0.015878615,0.113773282,0.395130824,0.135837512,0.419448063,2.980049522,1.232781478,0.584395188,0.604156104
5436,463,56015,0.06667381, ,0.160709635, ,0.059056944,1.189984811,0.412756194,0.045797446,0.240341902,0.238777618,0.428506797,0.077042201, ,0.016535614,0.006865803,0.945022572,1.907032171,5.434928022, ,0.004446216,0.114543231,0.034594464,0.010178272,0.031269681,2.929569973,0.091874643,0.139438185,0.108488577
2171,324,53557,0.05265497, , , ,0.179172775,1.105751119,0.369018254,0.200220625,0.074010643,0.236022791,0.434193487,0.077264052, , , ,0.989928479,1.693011566,4.83499087, ,0.006547731,0.11496722,0.04859716,0.018921184,0.022782412,3.068778286,0.066994687,0.15971536,0.12411284
2478,585,54097,0.046507, , , ,0.876134233,1.139654266,0.36612787,0.130147434,0.148930804,0.235505031,0.447091596,0.038567739,0.003543477,0.008001399,3.39719E-19,0.971982578,1.688058639,4.816910109,0.005927309,0.018784582,0.106790981,0.046546768,0.014920788,0.041323721,3.013145991,0.121477224,0.199357143,0.148524308
3783,123,55246,0.08735894, , ,0.020930159,0.395224782,0.613472901,0.320317492,0.11387818,0.113097483,0.190591821,0.375194787,0.06274939,0.007879663,0.011654566, ,0.87515237,1.696540323,4.81848964,0.115423653,0.00678162,0.099653081,0.041481805,0.014134205,0.038223016,2.712972348,0.112146987,0.13943531,0.109284045
1212,584,52703,0.1651663, ,0.30402265,2.963298612,1.253711662,1.628748393,0.366133174,0.262508906,0.045442111,0.263665287,0.458581425,0.05941104, , ,0.001723119,0.995758551,1.637847181,4.678675816, ,0.013912655,0.120444503,0.04341507,0.022417463,0.075588652,3.086851509,0.222302315,0.185074907,0.151073552
1338,329,52765,0.07683721, , , ,0.804069689,1.212481823,0.396075185,0.155112994,0.134881502,0.243878745,0.440693939,0.037167214,0.012784513,0.006392074, ,0.966419747,1.682970572,4.8011605,0.022399504, ,0.109174361,0.062762374,0.02548572,0.051468374,2.995901217,0.151283156,0.194573305,0.147825507
1627,426,53473,0.06803138, , , ,0.72145984,1.250962632,0.402511281,0.153826251,0.127758345,0.255084728,0.451363124,0.046917717,0.003129028, , ,0.983633142,1.7644107,5.037462604,0.008629699, ,0.122414354,0.053036785,0.016909884,0.044118062,3.049262742,0.129719909,0.21148136,0.167045022
5133,219,55860,0.074623, ,0.085014008,0.075912569,0.490689008,0.649299784,0.607988087,0.219481403,0.158740754,0.27370487,0.527616668,0.083849399,0.016153084, ,0.006809974,1.112486202,2.73113838,7.840470107, , ,0.115063452,0.027869323,0.01511306,0.033105626,3.448707225,0.097559335,0.119214833,0.087323849
6050,885,56089,0.08691292, ,4.6182113, ,0.680349984,1.343118635,0.468110669,0.16573786,0.180464103,0.262720392,0.481800463,0.062492058,0.008722079, , ,1.027755188,1.838483445,5.259234417, ,0.006153106,0.12080543,0.053606279,0.020431707,0.034998615,3.186041083,0.102988619,0.212119448,0.155725256
527,247,52342,0.179654,1.441812104,0.723613401,1.145088606,0.996732623,0.587343955,0.405231949,0.1963264,0.126371427,0.286111716,0.491760476,0.064253699,0.010536753,0.005855583, ,1.091509157,1.973867537,5.661707128,0.00792709,0.003753034,0.13602889,0.054636614,0.015127964,0.064910287,3.383678387,0.191218278,0.214985201,0.1402304
5767,373,56245,0.07091013, ,0.177095319,2.357696715,1.11267068,0.994318435,0.468794957,0.180331418,0.141846636,0.258679476,0.449496799,0.110213993,0.00143395,0.015503513,0.008851161,0.938286863,2.046838381,5.831504473, , , ,0.031791829,0.008966339,0.015922217,2.908689276,0.046775571,0.108983455,0.085097514
1704,278,53178,0.09179436, , , , , , , , ,0.306597271,0.540902118,0.067803333,0.002736488,0.017855501, ,1.152277841,2.078630425,5.976638358,0.009083775, ,0.154366337,0.074702087,0.030854118,0.047034762,3.572061309,0.138696315,0.267978886,0.180996795
5022,133,55827,0.4094798,0.089354356,0.231564751,0.674748766,1.010013569,1.915344293,0.857414724,0.302185967,0.105494308,0.218987458,0.422205938,0.267720505,0.180640075,0.030311536,0.016521448,0.946767589,2.834561502,8.078995063, ,0.065339421,0.04820182,0.594804394,0.213918325,0.470188107,2.934979527,1.381525182,0.592935474,0.380037856
5054,109,56191,0.4545986,0.10275769,0.22739866,0.549352701,1.020804365,1.644880714,0.905961797,0.199773944,0.219883819,0.194703777,0.443658043,0.185138643,0.166305902,0.020642375,0.003230509,0.930374468,3.505598315,9.983777873, ,0.051456571,0.100322052,0.428704869,0.174831532,0.411287764,2.88416085,1.208075256,0.573649507,0.435412539
992,19,52644,0.07864755, , , ,0.984102091,0.412058886,0.426828271,0.10418117,0.216609216,0.266338907,0.451481129,0.083870086, , , ,0.968309984,1.901573352,5.425262278,0.004550266, ,0.113463071,0.041775126,0.022940388,0.031996028,3.001760949,0.094050604,0.152663474,0.104784434
6178,377,56213,0.07961282, , ,0.212740777,0.427162271,0.929771369,0.40655433,0.25762392,0.056585014,0.243159117,0.449519418,0.061473306, ,0.010191059, ,0.934158745,1.912360328,5.447300453,0.012808612, ,0.106999533,0.027601677,0.013770593,0.02327365,2.895892111,0.068366754,0.139836967,0.098414297
505,228,52317,0.06870404, , , ,0.593842422,0.946214566,0.389874512,0.226806327,0.063743043,0.235828321,0.441655994,0.084104835, ,0.003879537,0.005083728,0.924906329,1.640318456,4.670321575, ,0.013741484,0.105541124,0.048058009,0.018994463,0.019380128,2.867209619,0.056919114,0.145699924,0.108486695
4454,235,55536,0.07950633, ,0.113468229,0.46998502,1.469254146,1.355351369,0.42142036, ,0.292142442,0.251957569,0.458158545,0.070542109,0.024729586,0.017824923,3.34508E-05,0.996872315,1.962253562,5.605653304, , ,0.102288221,0.028511375,0.02320176,0.027303648,3.090304177,0.080300239,0.181180483,0.115813637
2032,531,53815,0.05183117, , , ,0.939983382,1.267961883,0.310941844,0.08994366,0.153454112,0.243026068,0.433643062,0.036746854,0.005021429, , ,0.921078128,1.386531348,3.947007927,0.00521879, ,0.108728817,0.050328722,0.017812657,0.042116782,2.855342197,0.123686886,0.223114716,0.163568511
6406,865,56330,0.05556581, , ,2.808600529,1.450289786,1.182407501,0.450022135,0.018180119,0.320568315,0.263713473,0.452301655,0.101658759,0.008387659,0.014646475, ,0.975792348,1.965763863,5.610328272,0.001261914,0.007014081,0.111274732,0.03448453,0.011481275,0.024790467,3.024956279,0.072880507,0.146110518,0.113416615
1805,413,53875,0.1500668, ,0.58746312,1.757199522,0.460421064,0.766392246,0.760860668,0.101245777,0.281446531,0.219566743,0.421865227,0.093502754,0.418339652,0.064766225,0.030247583,0.963763241,3.011181586,8.589213667,0.307994909,0.019330126,0.093674088,0.12655268,0.030081633,0.411940441,2.987666047,1.210772512,0.33302052,0.260773821
2645,42,54477,0.1409857, ,0.08172602,3.552612361,1.391977976,0.86839365,0.402896674,0.280561393,0.02439962,0.248298925,0.465676677,0.055894402, , , ,1.035247143,1.75643184,5.026141581, , ,0.138357069,0.043304704,0.018743117,0.084180484,3.209266143,0.247746342,0.180161937,0.144897025
4189,519,55679,0.09191518, ,0.134882024, ,0.595475988,0.853889075,0.327813289,0.12511765,0.14374979,0.242069016,0.4428606,0.062098732,0.006673873, , ,0.938478881,1.512739751,4.309880566,0.01061743, ,0.100911932,0.056684375,0.02389064,0.02885687,2.90928453,0.084774709,0.198515754,0.13713092
5202,879,55824,0.07452206, ,0.59512744,0.189623727,0.847535704,1.571418332,0.429425679,0.181141525,0.136566897,0.310373013,0.529590349,0.052157544,0.008913773,0.011248155, ,1.098003483,1.768531537,5.074079267, , ,0.111618814,0.065707298,0.021921009,0.044310338,3.403810796,0.130547408,0.258887314,0.155452602
1334,511,52764,0.1967777,0.193333544,0.173372508,0.772192958,0.586269301,1.445464712,0.902611249,0.117883519,0.33651328,0.284306164,0.501037014,0.194688736,0.258020314,0.0455661,0.037895898,1.042367364,3.500720152,10.02060006, ,0.011692295,0.100540593,0.163653584,0.072389097,0.555667379,3.23133883,1.635555372,0.51035149,0.400244228
2587,509,54138,0.08921639, , , ,0.815466881,1.098927056,0.391679545,0.048025832,0.260172966,0.264649762,0.463802986,0.036341792, , , ,0.948022458,1.56193015,4.452038198, ,0.012328359,0.111457581,0.050613346,0.018071188,0.063511725,2.93886962,0.186617018,0.188800731,0.147631533
6760,234,56425,0.2048087,0.126102236,0.483488418,1.082693935,0.20374444,2.715222362,1.113602141,0.337161179,0.170893657,0.237991258,0.460143677,0.229309617,0.265283378,0.039825043, ,0.989517387,3.568234538,10.19015914, ,0.044845557,0.094599532,0.266743304,0.107292383,0.409170581,3.067503901,1.20321147,0.480044221,0.542129268
1702,62,53144,0.05843117, , , ,0.525671971,0.86267732,0.556419836,0.092129117,0.27258334,0.282880716,0.470098465,0.072117075,0.002368575,0.015662003,0.004419607,0.992170624,2.292422037,6.547478215, ,0.00314336,0.121119522,0.021549535,0.010219206,0.036951579,3.075728934,0.108665516,0.115754081,0.087474721
4696,987,56354,0.07255697, , ,0.037401891,0.141363502,0.522496043,0.482294083,0.118334339,0.192973018,0.23754827,0.466263038,0.130772624,0.007733113,0.018196453,0.008903655,0.959371102,2.262605995,6.452630073, , , ,0.022173592,0.004759055,0.01227019,2.974050415,0.036061441,0.076807503,0.064432956
2226,157,53819,0.08187964, , , ,1.670613676,0.750845805,0.56201756, ,0.363796591,0.2609207,0.486091985,0.128079211, ,0.021538599, ,1.088086151,2.641391368,7.575325755,0.006275057, , ,0.028778346,0.008047172,0.020922147,3.373067067,0.061630747,0.055860722,0.150208233
936,477,52705,0.07247483, , , ,0.724946854,0.878267363,0.457288248,0.183542936,0.142339095,0.242098187,0.434158461,0.063243595,0.000514897,0.00366076, ,1.005532533,2.056256432,5.876465448, , , ,0.040653602,0.011871803,0.030440267,3.117150851,0.089539222,0.171933899,0.131522633
1008,430,52707,0.129398, , ,2.824684052,0.807349822,1.025149154,0.374560404,0.188066562,0.082254532,0.229882552,0.431393577,0.052698636,0.006966051, , ,0.895077924,1.528611439,4.345905131, ,0.013085548,0.10507444,0.059549577,0.026674825,0.041039383,2.774741565,0.120459853,0.208409819,0.145317051
3767,459,55214,0.06877644, ,0.081728343,0.350246377,0.901616938,0.282236176,0.515001536,0.084152922,0.229882955,0.228342666,0.427813031,0.095508175,0.006979804,0.006634098,0.006899626,0.912209098,2.123266643,6.041644959, ,0.000231419,0.111590612,0.027052125,0.005041324,0.03760194,2.827848205,0.110408433,0.107462843,0.081085079
4258,863,55481,0.06854488, , , ,0.452096752,0.453367006,0.46566017,0.120932994,0.166658264,0.232870212,0.415069086,0.114353562, ,0.016938988,0.011834983,0.868066685,1.974103632,5.604786815, ,0.00566999,0.09821614,0.027486283,0.017816512,0.014540552,2.691006725,0.042655903,0.105173039,0.067451866
2110,54,53467,0.1604741, ,3.323166803, ,1.028384062,0.960190736,0.377816127,0.138490122,0.159570034,0.24916906,0.438217756,0.047861524,0.004775577,0.005980034,0.007117096,0.980811344,1.621081958,4.627657416,0.013061591, ,0.108740142,0.072151192,0.025515138,0.036885608,3.040515168,0.108448658,0.238091807,0.180098689
4446,41,55589,0.08252728, ,0.09333728,0.055125082,0.620968985,0.710255932,0.449271268,0.231824322,0.070578077,0.248859612,0.445981963,0.069617299, ,0.008773565, ,0.968501216,2.07689104,5.925502461,0.007253377, , ,0.031607687,0.013430184,0.041056765,3.002353769,0.120684601,0.129919952,0.106074764
5373,766,56010,0.08125111, ,0.075977923,0.096546751,0.553787817,1.283537691,0.335344589,0.132331009,0.121621687,0.237684324,0.426348706,0.03494741, ,0.005955409, ,0.948471196,1.564493961,4.459439318, ,0.007221986,0.052376589,0.046819402,0.016799957,0.040023097,2.940260707,0.117601216,0.202239431,0.144119378
5168,256,56035,0.3555028,3.296076814, ,1.683993763,1.767274341,1.194417044,0.51733071, ,0.376666712,0.279058546,0.478435877,0.095427164,0.002603485, , ,1.004074647,2.135449259,6.10238883, , ,0.115295133,0.03912903, ,0.081096061,3.112631407,0.238535633,0.116181071,0.096808039
6967,75,56447,0.0711363, ,0.007215746,1.567404269,0.934301361,0.536649104,0.397282626,0.057007874,0.288915776,0.236892552,0.433275786,0.135236454,0.022850566, , ,0.922554647,1.88623946,5.369898057, ,0.00286405, ,0.020797927,0.007884358,0.01009683,2.859919406,0.029652851,0.059583638,0.042999883
660,414,52177,0.06260201, , , ,0.910276882,0.946469302,0.364052592,0.109438389,0.221981056,0.296921691,0.498271387,0.053383971,0.004169378,0.009903479, ,1.003761594,1.543157828,4.409759012, ,0.012891516,0.112050811,0.045528469,0.016652164,0.048097689,3.11166094,0.141473517,0.242621103,0.166004451
1798,33,53851,0.1059036, , ,12.96423798,1.069883923,0.980585265,0.994631526,0.358882697,0.256165582,0.187760587,0.377969889,0.160936952,0.191307999,0.00686179,0.014030478,0.798773462,3.517262029,9.949036571, ,0.037454041,0.055743534,0.282373864,0.084905178,0.347852411,2.476197734,1.018903259,0.328568911,0.321200304
6307,549,56205,0.07217755, , ,2.839960739,1.367337705,0.219344471,0.356231212,0.165545437,0.103966621,0.229858219,0.407309155,0.036195588, , , ,0.854652073,1.573935236,4.465540009, , , ,0.030434198,0.009967604,0.03556279,2.649421425,0.104296665,0.134585448,0.105217368
6790,85,56430,0.06937551, ,0.035931575,0.019110421,0.875438528,1.225251546,0.341183022,0.136155368,0.144850706,0.237092903,0.460945232,0.049287644,0.0050228,0.006941227, ,0.985949392,1.626087901,4.6430336,0.014752635, ,0.112198309,0.071740994,0.02833287,0.031919897,3.056443115,0.093857759,0.241408073,0.176613562
423,402,51821,0.07298514, , , ,1.029312832,1.070805146,0.398994018,0.144713349,0.159048788,0.244770805,0.423003059,0.048092926,0.009573125, , ,0.895914986,1.515811033,4.309690605, , ,19263554.95,0.055992712,0.022836163,0.038841645,2.777336458,0.11401084,0.185704735,0.133095025
6976,597,56448,0.09538574, ,0.072171802,0.082324533,0.264163943,0.600793262,0.472065333,0.139297527,0.170072833,0.234434986,0.429892475,0.092082671,0.004270592,0.013330217, ,0.889590274,2.122480984,6.032644389, , ,0.101362303,0.01684426,0.006148541,0.015215821,2.757729851,0.044656835,0.081624128,0.066863205
1594,99,52992,0.05318347, , , ,0.650875797,1.119638285,0.4618597,0.162904407,0.143158078,0.266277602,0.46079098,0.070691127,0.010375208,0.008865046, ,0.998760375,1.935205721,5.52885127, ,0.006898005, ,0.047883946,0.015339848,0.029604782,3.096157162,0.087070914,0.190369131,0.134066479
507,87,52353,0.1237957, , ,3.372215933,1.79416003,1.784236696,0.369372034,0.092947894,0.235128373,0.239529292,0.43009029,0.066841414, ,0.033909581,0.008284791,0.998156725,1.686454804,4.818045117,0.247525591,0.010001257,0.11900588,0.059988224,0.020813811,0.037176127,3.094285846,0.10933784,0.208731747,0.16394791
525,626,52295,0.09984355, , , ,0.654921798,1.004395771,0.414486908,0.215643226,0.118814419,0.26579256,0.470533571,0.045752378,0.008525684, , ,1.016083965,1.913445097,5.470882489, , ,0.124688577,0.041830337,0.015771181,0.046430793,3.14986029,0.136600987,0.181201362,0.142011636
2148,212,54526,0.09694809, , , ,0.028847669,1.646965965,0.424142456,0.167621595,0.138453021,0.247011202,0.44097764,0.070117473,0.003709703, , ,0.977172641,1.681873262,4.800403407, ,0.014550759,0.105647414,0.055156953,0.014766212,0.031505022,3.029235186,0.092622752,0.173358442,0.128012051
2205,17,53793,0.05105349, , , ,0.615977171,0.246767869,0.404588328,0.100918586,0.122837827,0.239799305,0.516355589,0.103157663,0.008970033,0.018350523,0.034172004,1.206495446,2.674366565,7.705342081, , ,0.151041314,0.050483437,0.015200451,0.024842479,3.740135882,0.073317215,0.125089687,0.087340083
1217,349,52672,0.2234275,0.133193556,0.313400206,0.53930779,0.002061145,3.406637443,0.820905969,0.261314566,0.176903971,0.248922437,0.491806401,0.255897931,0.218340197, , ,1.131625295,3.246592276,9.327319239, , ,0.06607016,0.474571568,0.148917684,0.278199178,3.508038414,0.82008429,0.688725198,0.43736166
1331,554,52766,0.07326353, , , ,0.491214491,1.094619588,0.395150386,0.321993653,0.040476134,0.260482534,0.502478053,0.059807519, , , ,1.071713384,1.828591955,5.240724559, , , ,0.047205908,0.015677588,0.051909418,3.32231149,0.152868152,0.188313484,0.136808807
2645,400,54477,0.1622783, ,0.061263025,2.079002865,0.64297354,0.566478058,0.437746675,0.160713632,0.136122878,0.26529334,0.467548731,0.089298044,0.012247603, ,0.012798991,1.119218143,2.299533005,6.603207658, ,0.024022025,0.128553058,0.045353614,0.028104695,0.039181497,3.469576242,0.115477146,0.175537041,0.173936903
5649,445,55912,0.09317236, ,0.030844636,0.080276019,0.501292786,0.10725443,0.394585342, ,0.257907598,0.23091552,0.416779253,0.120905808,0.004754476,0.014474038,0.008150165,0.897234422,1.696732822,4.824400513, , ,0.097539459,0.018024897,0.005743477,0.010981848,2.781426708,0.032235617,0.067204921,0.048303703
6458,655,56274,0.06637108, , ,2.793373926,1.736435766,1.516779295,0.403214677,0.247342484,0.05880967,0.268128338,0.488735858,0.093512955,0.016381607,0.01565252, ,1.055263731,1.773051317,5.07803873, ,0.00813748,0.117140968,0.043593797,0.015517156,0.030225878,3.271317566,0.088987094,0.194672456,0.148183742
775,291,52295,0.05353562, , , ,0.392123869,1.828381505,0.371800869,0.065409647,0.237413452,0.284812363,0.482890238,0.034021803,0.009143309, , ,1.052635963,1.517049387,4.3443646, , ,0.119860198,0.073123238,0.032627628,0.062898492,3.263171485,0.185169024,0.287573808,0.202048818
1206,530,52670,0.05740137, , , ,1.71388657,0.554985051,0.71594434,0.409178153, ,0.274546523,0.454758324,0.404736819,0.051617881,0.011361784,0.013254158,0.819464205,1.710403644,4.843629083, , ,0.081076429,0.291547334,0.123610113,0.223926993,2.540339036,0.656216771,0.302588498,0.277797072
1644,564,53144,0.08623581, , , ,1.470444585,0.168982861,0.43727487,0.007923764,0.29352759,0.257645166,0.487872653,0.088010974,0.010066245, , ,1.073444917,1.87050792,5.361242821,0.000809481,0.00865378,0.127010966,0.059525685,0.021948119,0.050432453,3.327679242,0.14852302,0.206995003,0.148192995
5460,941,56000,0.07950065, ,0.202804265, ,0.640976031,0.8754067,0.483192041,0.141748719,0.163155518,0.269398808,0.450533085,0.068657214, ,0.008492702, ,0.933356785,1.909547949,5.439080273,0.007780546,0.008076793,0.123437857,0.04259803,0.009929969,0.037373162,2.893406033,0.109782605,0.172578902,0.121376346
4444,72,55538,0.07856984, ,0.019608765,2.421099219,0.286419738,0.379838737,0.596220396,0.270030633,0.108943831,0.246227301,0.452433271,0.153294136,1.65088E-18,0.028227752,0.018381458,1.001422673,2.69546934,7.701832005, ,0.01075816,0.118963599,0.030144946, ,0.01257541,3.104410286,0.036987467,0.073698224,0.058159539
884,404,52374,0.05146099, , , ,0.453311335,0.721358497,0.376319201,0.109247321,0.165231343,0.244722517,0.436922869,0.096991504,0.010513987,0.007134807, ,0.966637564,1.743459676,4.973774352,0.005441284, ,0.101390004,0.034038137,0.011437422,0.017469928,2.996576447,0.051350295,0.127807524,0.090912629
7132,949,56565,0.07448944, , ,0.037215921,0.202531055,0.494913249,0.523077092,0.111857165,0.179962089,0.210387237,0.415294535,0.12413737,0.230940342,0.020846904,0.011785011,0.883901711,2.56043399,7.275340066, ,0.339345019,0.127411843,0.023091619,0.009143218,0.012516785,2.740095304,0.036731141,0.07322431,0.059589862
2761,581,54534,0.2019802,1.484274761,0.150183511,2.185298037,0.371042284,0.425430125,0.490845711,0.237018173,0.085434888,0.247229997,0.450877179,0.117307954,0.008775063,0.015600894,0.019292567,0.945368165,1.898206165,5.409862803, , ,0.101669653,0.032670193,0.009926205,0.037250604,2.930641312,0.109448195,0.084019743,0.06687075
3932,561,55337,0.08949169, ,0.100887692,0.036702945,0.312958369,2.979146213,0.661302986,0.055186009,0.730097744,0.436567208,0.786141356,0.11202097,0.026072474,0.003713912,0.002365382,1.302568115,1.300154118,3.758817659, ,0.018901454,0.24559451,0.051896649,0.062161008,0.065364488,4.037961158,0.193179476,0.342414503,0.28511385
952,439,52409,0.1128283, , ,4.972307368,1.408154964,1.09588185,0.411560555,0.290456239,0.050971031,0.297445681,0.540445691,0.050689677, , , ,1.21777425,1.887014147,5.439092952, ,0.011644456,0.14795505,0.099074136,0.055472884,0.068887266,3.775100176,0.203340358,0.374229394,0.273227168
1777,76,53857,0.0633163, , , ,0.811816309,2.402616724,0.903029883,0.077940091,0.438775898,0.297989443,0.512024316,0.236013089,0.251297686,0.045136523,0.035987271,1.118992954,4.072837725,11.6952278, ,0.051223022,0.099105116,0.392908355,0.110589837,0.377888127,3.468878159,1.113721547,0.760516347,0.584423897
4445,993,55869,0.06636797, , , ,0.010208361,1.499403526,0.398373273,0.069300911,0.22530094,0.263110124,0.469958249,0.070484137,0.011276038,0.00731157,0.015632099,1.020452498,1.930409469,5.520442764, ,0.007507822,0.126746109,0.039051875,0.018085786,0.04035273,3.163402743,0.118728413,0.18797927,0.143381937
5039,309,56220,0.08388947, ,2.924996084,0.003689342,0.456254674,0.992110754,0.346115176,0.099122672,0.158158462,0.231805387,0.425195008,0.053431738,0.012022277,0.002548743, ,0.937509154,1.677700087,4.779641635, ,0.003964176, ,0.044103672,0.016841841,0.032871873,2.906278377,0.096568031,0.191492027,0.139852381
1307,27,52999,0.1432563, ,0.722072693,1.464930667,0.847285444,0.511638504,1.03795747,0.370088825,0.090026716,0.258060754,0.419322414,0.272504165,0.356553083,0.067057983,0.048225927,0.964983811,3.014981079,8.600538063,0.027773668, ,0.105472281,0.181567162,0.082472488,0.337262797,2.991449814,0.991303713,0.297022943,0.30201689
1349,175,52797,0.1249044, ,8.742186761, ,0.956654194,1.77468964,0.501782416,0.182539523,0.321082799,0.335022976,0.560297315,0.076705923,0.003675374,0.002119901, ,1.146380332, ,4.444971431,0.003827387,0.016270001,0.164440041,0.088922569,0.031152251,0.067179503,3.553779029,0.198080624,0.233442994,0.201616251
901,536,52641,0.1578269, ,0.463185691,2.821174094,1.585893791,2.050818442,0.342966258,0.090563828,0.227701881,0.226407921,0.413873227,0.058059636, ,0.010609871,0.003433812,0.934690908,1.488696155,4.240614654,0.010326963,0.007516502,0.113546142,0.067398066,0.019928667,0.049281306,2.897541816,0.144766231,0.223614925,0.155161307
934,531,52672,0.1843199,2.217719597,0.595357517,1.553885124,1.320982024,0.138926549,0.95504011,0.259636647,0.196602958,0.214090121,0.421493253,0.120426908,0.335592852, ,0.032215923,0.958314745,3.592658683,10.24524763, ,0.003255327,0.115398185,0.154817136,0.102436938,0.484487358,2.970775709,1.423854136,0.357953868,0.324129272
1984,442,53433,0.1909335,0.152224977,0.41513937,1.083590131,1.112363041,1.076129756,0.894933676,0.310799347,0.109898835,0.234935592,0.446234137,0.149689279,0.019442415,0.060942935,0.040188485,1.024223504,4.033803332,11.53747059,0.029440677,0.007917356,0.098997428,0.244221035,0.086390082,0.400089092,3.175092862,1.177247154,0.54862053,0.484607872
3694,754,55209,0.2147939,2.042772057,0.002301916,2.758802083,0.20641639,1.463611904,0.470000078,0.259784055,0.080592082,0.266858092,0.490052656,0.071411082, ,0.01545169,0.003287343,1.073608025,2.109165752,6.045324719,0.00023665, ,0.133425141,0.047905362,0.010990447,0.06164017,3.328184878,0.181530161,0.18045785,0.152850567
7034,919,56564,0.08429687, ,0.244165044, ,0.62166988,0.502887504,0.396497115,0.168041753,0.102287985,0.205034554,0.386222474,0.068492231,0.003253915,0.011918301,0.005849383,0.851556778,1.864582583,5.289303132, , , ,0.032804878,0.006359268,0.028637484,2.639826012,0.083980899,0.116228558,0.08624371
514,92,51994,0.0594389, , , ,2.046806334,10.14628057,1.07925224,0.457893222,0.252083729,0.343443559,0.55123177,0.33179146,0.221073219, , ,0.977867021,2.846469046,8.124646439, , ,0.102216275,0.515705104,0.181739793,0.667158017,3.031387765,1.961427717,0.664845709,0.54401509
1842,210,53501,0.04474338, , , ,0.864061529,1.497293009,0.450312972,0.153320635,0.16061787,0.277727944,0.463587574,0.057937678,0.006330425,0.010452743, ,1.014036879,1.676194851,4.7921092, , ,0.110844516,0.058827099,0.019098332,0.03815741,3.143514326,0.112256258,0.247531093,0.174051899
3825,627,55533,0.09390602, ,0.337316909,0.249068944,0.703222339,0.607089051,0.519177921,0.197435016,0.160006286,0.294343013,0.492072032,0.082906398,0.003544341,0.009147403,0.004697994,1.015264347,2.105732819,6.020449727, , ,0.112626364,0.028762806,0.006088852,0.025367742,3.147319475,0.074631679,0.137412893,0.09978147
4181,71,55685,0.09316773, ,0.07862097,3.039763009,0.558533044,1.001246506,0.395124678,0.061320394,0.226788877,0.245483311,0.45290699,0.085664472,0.016668906, , ,1.008372605,1.78979483,5.115602149, ,0.001517792,0.108602523,0.054713759,0.012134971,0.033181101,3.125955076,0.097606323,0.200084177,0.146031142
4453,615,55535,0.06752457, , ,1.996732835,1.218393562,0.908329326,0.468731842, ,0.315824875,0.271591932,0.468452743,0.120149557,0.012244224,0.025182052,0.012687333,0.996978494,2.10346883,6.009099516,0.006731696,0.005589915,0.112264125,0.026368296, ,0.016445059,3.090633331,0.048365143,0.111723321,0.081620018
5743,352,56011,0.05697983, , ,0.084074565,0.565010278,1.379107363,0.822108171,0.276074112,0.595902891,0.442485454,0.761480096,0.214666957,0.025982404,0.010857697,0.018893334,1.489900909,2.233223551,6.495215365,0.002633878, ,0.314476773,0.034792975,0.026631103,0.060379154,4.618692819,0.178884414,0.193087397,0.143104178
7102,828,56666,0.1427967,0.178998866,0.370654736,0.818971822,1.518204204,2.542222126,1.022732169,0.297026697,0.473792683,0.267092297,0.47566119,0.207280733,0.198946308,0.004695123, ,1.071843891,3.226112134,9.246050884,0.009100686, ,0.073101766,0.61813566,0.192965131,0.262131872,3.322716061,0.771954485,0.397597013,0.438490834
1215,273,52725,0.1374828, ,2.164467681, ,0.505584113,0.674309798,0.431322071,0.14807611,0.14681171,0.247492603,0.443266322,0.057561882,0.007639669,0.010660517, ,1.015738228,2.099412971,6.002505159, , ,0.121741985,0.03291563,0.023210923,0.04285914,3.148788506,0.126092292,0.126680637,0.1116946
1451,190,53117,0.09389159, , , ,1.130644734,0.72682357,1.017195546,0.220597211,0.307192499,0.27217337,0.464305855,0.236536118,0.222558113,0.019498972,0.003109875,0.976805406,3.329818115,9.50380513,0.001921097, ,0.099306442,0.17134805,0.078580998,0.234195934,3.02809676,0.68851621,0.345242291,0.290434252
2144,550,53770,0.06332893, , , ,0.857946465,0.909180192,0.361479418, ,0.300450066,0.274551848,0.462356389,0.04477716,0.009302277, , ,0.977243598,1.249873963,3.567400976,0.009494356, ,0.132899178,0.032687518,0.012799948,0.090516793,3.029455155,0.266113929,0.204397344,0.14732564
