#Table1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate,fiberid,mjd,z,Flux_HeII_3203,Flux_NeV_3345,Flux_NeV_3425,Flux_OII_3726,Flux_OII_3728,Flux_NeIII_3868,Flux_NeIII_3967,Flux_He_3970,Flux_Hd_4101,Flux_Hg_4340,Flux_OIII_4363,Flux_HeII_4685,Flux_ArIV_4711,Flux_ArIV_4740,Flux_Hb_4861,Flux_OIII_4958,Flux_OIII_5006,Flux_NI_5197,Flux_NI_5200,Flux_HeI_5875,Flux_OI_6300,Flux_OI_6363,Flux_NII_6547,Flux_Ha_6562,Flux_NII_6583,Flux_SII_6716,Flux_SII_6730,Flux_HeII_3203_Err,Flux_NeV_3345_Err,Flux_NeV_3425_Err,Flux_OII_3726_Err,Flux_OII_3728_Err,Flux_NeIII_3868_Err,Flux_NeIII_3967_Err,Flux_He_3970_Err,Flux_Hd_4101_Err,Flux_Hg_4340_Err,Flux_OIII_4363_Err,Flux_HeII_4685_Err,Flux_ArIV_4711_Err,Flux_ArIV_4740_Err,Flux_Hb_4861_Err,Flux_OIII_4958_Err,Flux_OIII_5006_Err,Flux_NI_5197_Err,Flux_NI_5200_Err,Flux_HeI_5875_Err,Flux_OI_6300_Err,Flux_OI_6363_Err,Flux_NII_6547_Err,Flux_Ha_6562_Err,Flux_NII_6583_Err,Flux_SII_6716_Err,Flux_SII_6730_Err
7088,705,56657,0.4286958,19.06821,51.0788,131.3181,132.2385,221.4669,109.5757,22.73828,33.43434,34.96261,59.02262,15.54756,30.22389,4.27496,0,144.9037,484.1149,1383.186,5.174899,0,11.14235,29.85624,20.98123,71.21059,399.5416,209.4429,74.13219,59.15033,3.517523,4.863386,8.016122,532.3278,534.3774,5.604199,19.04085,19.10999,4.309639,4.081331,3.332412,2.961091,1.685321,0,6.285554,16.99322,48.55206,2.22057,0,4.487509,5.246402,5.70842,2.671436,17.14811,7.857164,7.031137,8.040568
689,469,52262,0.05976128,0,0,0,514.1052,623.6336,264.052,88.86932,97.23036,95.61062,173.9019,28.21329,84.68054,2.626786,4.321131,394.3189,920.6188,2630.339,205.3734,19.66517,36.29467,144.4218,49.14079,227.9327,1386.989,670.3903,276.4621,239.9785,0,0,0,20.18179,22.05291,9.78746,8.052809,8.170326,5.740342,8.026126,6.29635,6.859041,15.15683,11.56336,9.581564,19.00458,54.2988,92.80553,6.131815,5.305075,6.052076,4.285492,4.970245,26.59909,14.61837,9.375623,7.298999
2144,550,53770,0.06332893,0,0,0,529.0112,560.602,223.4587,0,186.1183,170.6561,289.1492,28.02092,5.871181,0,0,619.465,794.0576,2268.736,6.060413,0,85.73545,21.19692,8.306369,58.86256,1970.355,173.1252,133.1901,96.01729,0,0,0,39.76079,48.45116,7.92613,0,8.312465,8.072395,6.870908,4.792715,5.518058,0,0,9.544732,5.520017,15.77148,3.428469,0,4.224445,2.444492,1.83063,1.64786,17.48973,4.846646,3.609842,3.573711
4181,71,55685,0.09316773,0,24.63622,951.8569,174.541,312.8885,123.3619,19.13043,70.75246,76.49014,140.81,26.62708,5.165186,0,0,311.975,553.2864,1580.818,0,0.4683993,33.38698,16.78873,3.722605,10.17116,958.1579,29.91517,61.28741,44.72775,0,40.51233,0,30.13056,34.08961,10.22054,10.15745,11.41599,6.567082,9.754086,3.265215,1.839754,0,0,18.41194,33.10729,94.59225,0,10.97929,3.315944,2.025217,1.67443,0.7395113,37.36456,2.175033,4.166309,2.79737
6167,231,56189,0.05639489,0,0,1395.058,700.8203,0,129.5761,96.39905,0,86.23613,150.628,23.9818,4.220603,1.764102,0,333.4391,536.228,1532.08,4.013464,0,36.81987,20.42364,5.359581,13.20124,1069.876,38.82718,80.34747,59.98804,0,0,106.6795,9.697262,0,3.706091,3.598568,0,2.865101,3.028557,2.219419,1.78639,1.876535,0,4.815022,3.676449,10.50414,2.100357,0,2.245902,1.586639,1.26363,0.5735683,9.896803,1.686966,2.173959,1.879142
419,8,51879,0.05666537,0,0,0,998.6529,768.3665,635.0494,198.8773,126.6712,167.5703,292.5511,115.2748,130.4727,14.04004,26.42897,575.7118,2002.899,5722.569,60.99715,0,75.82175,289.9089,105.2374,552.9972,1751.924,1626.462,603.8054,565.4634,0,0,0,136.7926,121.0714,25.33002,55.48893,57.76418,18.15371,17.6495,15.96238,14.49985,11.75589,11.48726,18.55114,29.55463,84.4418,13.59192,0,11.20729,10.75504,9.941042,7.424969,28.81903,21.83814,15.69857,14.68499
598,189,52316,0.04169445,0,0,0,1804.558,2163.591,512.728,91.44377,271.8256,366.3704,537.9131,77.23682,96.38354,4.22435,0,1144.378,1464.549,4184.427,2.151896,23.37411,130.181,163.0229,52.6968,336.3568,3263.252,989.2845,616.503,481.9095,0,0,0,286.2596,243.9772,48.9771,181.1918,157.6614,33.04436,36.61367,24.77356,17.55338,49.37853,0,47.47661,62.44783,178.4224,206.4223,45.62387,15.63138,16.76981,11.36651,12.78987,99.41073,37.61726,23.06624,22.11685
620,506,52375,0.0428091,0,0,0,523.6066,827.3389,166.6911,91.30754,45.36045,132.2013,201.6415,22.12188,0,0,0,425.3947,543.9274,1554.078,10.09642,0,43.93238,32.01379,19.54226,19.38877,1271.448,57.02579,127.3151,98.01995,0,0,0,21.41838,25.28783,8.571495,21.24043,15.91575,6.080197,5.875834,6.130766,0,0,0,6.901675,4.371693,12.49055,4.061643,0,3.001004,2.890414,4.664758,1.157027,13.78343,3.403019,4.001106,3.821023
847,522,52426,0.05891549,0,0,0,922.2576,1510.588,309.6768,68.97546,216.3259,294.4686,530.1457,32.90729,5.620317,0,0,1164.449,1558.786,4453.673,14.41967,0,141.4193,68.49146,25.26121,86.53822,3974.375,254.5242,383.9221,278.8832,0,0,0,55.40524,54.85585,11.84996,45.92702,35.33574,9.739893,10.27301,4.325267,5.469814,0,0,16.61573,13.16098,37.60279,6.834037,0,4.974515,3.941103,3.069256,1.941879,28.62843,5.711408,6.72395,5.007524
1801,525,54156,0.1234649,0,0,104.9141,246.9049,459.4272,362.4988,112.4427,127.4353,187.7619,351.5317,73.83852,3.707304,11.12252,12.88921,779.591,1782.218,5092.052,0,0,88.50495,20.73334,8.662731,19.02203,2360.566,55.94715,84.55503,64.90001,0,0,22.15436,16.61531,18.24017,7.486859,11.87825,11.5811,4.503097,6.286056,3.456645,2.067111,3.344646,11.36685,9.142444,11.91824,34.05212,0,0,2.604434,1.882856,1.907936,1.207608,18.41973,3.551789,3.243968,3.204695
1824,63,53491,0.1061823,0,0,2435.782,454.4391,739.9504,236.0672,137.8756,33.08736,148.5289,279.5972,22.24588,6.829599,5.489901,0,605.2215,1070.192,3057.693,0,0.9722908,77.32986,36.95343,18.21914,34.28662,2008.576,100.843,136.3326,100.8554,0,0,0,70.50745,111.9154,30.12871,47.49821,49.20202,19.46436,37.0144,4.360939,5.125881,5.514163,0,67.18764,128.1428,366.1223,0,3.389896,8.072524,4.737427,4.697993,3.246891,153.9302,9.54968,12.06055,8.749813
2213,207,53792,0.06442101,0,0,0,65.48509,192.5894,119.2125,120.0023,1.92E-15,36.99385,49.16938,33.54316,21.58831,5.637098,15.0116,116.4519,304.4496,869.856,0.7295228,26.17065,8.45029,34.05776,15.31514,114.2736,444.0026,336.0988,64.2221,57.37601,0,0,0,78.55299,82.06385,12.41866,19.57694,0,11.82488,10.30579,7.578403,8.686533,11.5353,10.90346,8.372317,7.238225,20.68064,44.30022,13.54276,6.802751,7.562628,6.291119,4.252345,14.12612,12.5069,5.945364,6.854446
6293,573,56561,0.105871,0,1.151651,9.297168,422.6542,542.2842,212.4586,71.39524,91.98065,111.3481,211.1391,27.38993,0.629801,2.094941,0,497.2807,1033.332,2952.378,3.479457,0.8246384,59.75531,38.43108,13.56676,43.68773,1924.56,128.4933,125.3277,101.1198,0,18.817,2.048641,24.46928,36.67394,12.20107,5.066123,5.787651,6.763305,11.74228,2.050458,2.300989,1.533523,0,22.52871,47.31972,135.1992,7.051574,13.04897,3.095149,1.959808,1.164009,1.730734,61.73858,5.090394,4.100731,3.645908
3821,118,55535,0.3559592,190.1423,0,132.9311,99.7924,147.0976,43.38962,0,29.98317,26.62519,46.90926,4.289949,0,0.7806597,0,108.0636,211.845,605.2713,0,0,18.88895,4.917078,10.87582,10.74584,371.0027,31.6054,19.7393,14.47049,32.47368,0,30.51337,19.03426,2.703601,1.674343,0,1.93768,1.573318,2.751038,1.515343,0,1.597112,0,2.660519,1.720053,4.914436,0,0,2.687473,1.504397,5.431654,1.152436,5.326393,3.389518,2.395382,1.971891
1325,519,52762,0.2270576,231.0037,18.35418,435.2505,22.90307,244.7369,59.40606,14.83621,40.68201,39.08957,76.84905,10.04874,0,0,3.672469,152.6936,268.4207,766.9164,0,1.264954,17.99708,23.06874,0,7.915861,476.8852,23.28194,28.28077,22.59918,66.13268,19.53338,75.46422,30.0512,24.8721,3.832394,11.15487,4.584137,2.898356,3.071125,2.602702,0,0,4.329459,4.125863,2.875782,8.21652,0,3.787952,2.006161,14.62048,0,0.9756,8.017576,2.869412,2.770125,3.631316
7086,143,56658,0.4423849,10.83051,3.834059,4.161417,48.97159,171.1222,1.58E+14,3.503593,11.44092,10.13017,22.28052,18698.9,2.294256,1.702242,0,51.03548,33.80369,96.58198,3.536255,10.07747,1.5197,45.05956,21.18399,64.48354,124.4944,189.6575,43.45693,112.8084,5.470066,3.19538,3.021681,144.6076,103.2025,3.79E+09,3.980354,8.399223,4.068637,4.786747,80070.12,2.905814,1.678735,0,4.828674,2.25534,6.443829,4.800266,6.080852,391.7495,6.215988,5.934639,5.221621,14.96729,15.35771,13.9895,24.8789
686,406,52519,0.07370279,0,0,0,634.5433,849.2025,368.2077,144.9827,106.0797,205.8596,382.9178,45.93732,12.56909,5.954888,0,854.8939,1627.072,4648.776,0,0,109.7284,48.43319,16.60802,46.93681,2755.383,138.0495,168.0653,129.2379,0,0,0,27.88211,28.27718,10.84105,16.9709,16.41451,7.636017,8.425271,5.296546,8.002234,5.652146,0,11.78838,11.58711,33.10602,0,0,57.38088,3.110368,4.044333,1.306246,22.70544,3.841899,4.296921,4.043063
1403,52,53227,0.06559324,0,0,0,1177.886,0,436.1962,49.40205,193.5208,156.6444,272.5656,102.1059,76.34364,0,0,517.8257,1112.858,3179.593,0,5.298461,54.05811,251.9081,72.74348,503.701,1691.975,1481.474,459.068,468.7769,0,0,0,43.10723,0,24.16851,1715.475,642.4678,18.68839,18.29769,17.77435,11.629,0,0,20.99239,29.64981,84.71375,0,16.25417,10.45431,11.31709,9.055932,10.19228,36.37766,29.97729,15.26835,19.15842
1495,160,52944,0.2783015,0,0,0,75.99691,61.81407,2.757993,4.702546,14.79279,29.00772,40.15831,0,0,82.8348,0,107.1437,10.48898,29.9685,0,6.504987,10.87941,15.9986,8.533881,52.35229,420.8534,153.9773,58.37844,45.49379,0,0,0,11.17949,11.50626,7.803877,8.498007,6.866461,7.993608,5.206108,0,0,58.57581,0,9.764358,2.082584,5.950239,0,3.289461,3.46002,4.714816,8.410043,3.725965,19.89738,10.95872,5.534253,8.27122
811,22,52669,0.1161738,0,0,6.545383,161.6943,50.01134,31.63965,18.47702,0,8.513012,11.30218,45.37436,24.45658,0,0,125.7552,218.6092,624.5976,0,0,32.13216,0,0,6.336769,459.553,18.63755,42.62046,30.28371,0,0,11.77602,54.94764,49.06392,8.494466,6.796689,0,8.262217,11.09368,12.34105,15.78176,0,0,22.96316,35.5099,101.4569,0,0,7.414095,0,0,1.256512,69.66746,3.695623,6.466022,4.471065
1108,397,53227,0.04983082,0,0,0,526.7659,815.2046,286.5557,36.34838,177.1668,185.6781,314.4923,34.37548,0,0,0,694.7465,1200.832,3430.948,0,7.794391,78.21973,35.55018,11.56199,36.84998,1978.545,108.3823,166.726,127.3685,0,0,0,29.78885,29.09023,7.574055,57.46159,55.53197,6.893958,6.848299,4.132427,0,0,0,10.4,8.603009,24.58003,0,3.160194,3.962549,2.163706,2.276888,1.058675,16.75212,3.11375,3.220777,3.281709
1304,325,52993,0.07553907,0,0,0,481.9868,1113.972,637.1772,198.4667,95.56816,154.4961,294.4997,80.77698,162.9591,28.15567,58.97028,625.6488,2258.31,6452.314,0,39.61362,63.35667,196.2269,65.67733,457.9933,1896.909,1347.039,481.2498,406.5135,0,0,0,1464.19,1638.521,17.83436,41.91972,30.27538,12.74071,13.55678,10.10371,11.97005,9.549053,24.32726,15.32064,22.84235,65.26385,0,10.25232,11.10469,11.52323,9.277894,6.099764,23.17418,17.94048,13.88076,14.24369
2142,52,54208,0.1179573,0,0,117.788,184.6645,553.4946,221.4214,74.18409,21.01504,61.47912,108.0279,42.26166,33.71414,10.5698,0,228.1439,713.597,2038.849,10.73411,18.21247,26.86192,101.6486,35.7019,187.1649,715.6672,550.485,228.3596,211.7581,0,0,30.58245,2012.965,2736.184,15.17596,81.53452,159.2976,12.12732,13.91933,10.83527,8.282367,16.79342,0,12.34955,21.12358,60.3531,8.664619,20.33132,7.626489,7.06567,8.352154,4.937666,20.82615,14.52255,13.25264,13.17803
5054,109,56191,0.4545986,32.56374,73.16113,177.8168,336.2869,541.8784,300.8529,66.77508,73.49687,65.77972,152.7801,63.88451,58.94386,7.331969,1.149868,334.2532,1268.314,3623.753,0,18.8945,38.08175,165.4022,67.6054,160.0851,1123.166,470.8384,224.7148,170.6551,7.548238,8.874089,22.81925,55.93451,63.66347,32.25344,122.0101,121.8087,8.733584,19.47046,8.787338,6.074309,2.231598,6.248601,27.28424,111.2829,317.9512,0,4.145469,6.205133,10.91482,7.799865,9.527868,77.65559,28.02314,16.25448,19.86131
846,523,52407,0.07193542,0,0,0,0,0,35.26981,31.02136,67.30292,91.30459,139.0098,9.54E+17,0,0,10.5611,342.5553,34.76061,99.31603,0,0,0,45.94077,12.27745,257.8505,1462.635,758.3837,230.6249,192.1874,0,0,0,0,0,22.70314,17.80451,22.61218,15.57079,14.34333,3.40E+15,0,0,16.65664,15.16415,5.480945,15.65984,0,0,0,11.15996,9.699833,6.998284,29.75025,20.58319,14.74022,13.73694
1223,287,52781,0.06066193,0,0,0,1051.388,1577.437,262.1221,73.85893,202.7166,294.5556,473.6619,42.14219,5.700947,6.861604,0.3102684,1039.236,1253.185,3580.528,13.22104,0,123.2592,75.85021,16.31515,90.44527,3209.678,266.0155,332.5321,248.9193,0,0,0,166.932,278.6793,45.80087,18.71319,38.29992,44.83805,67.52296,11.38241,11.20247,13.19207,117.5257,127.7639,156.8763,448.218,7.486937,0,13.6486,9.275115,4.621097,8.942575,278.6413,26.30169,32.14448,20.17323
1282,390,52759,0.09230532,0,0,0,451.1971,2797.984,697.3688,330.2193,23.96869,176.2462,315.4001,144.6696,139.2124,0,0,683.1407,2063.983,5897.095,0,23.25883,40.45806,258.8362,96.14314,164.0214,1779.451,482.4158,362.9857,309.3329,0,0,0,2227.717,1849.233,52.25449,42.22917,32.61772,20.17226,27.89303,23.02284,16.40852,0,0,44.93901,95.93233,274.0923,0,10.79372,8.878579,16.92909,13.32155,7.398092,65.24835,21.75909,20.6928,17.41743
1997,131,53442,0.04178386,0,0,0,40050.35,1106.218,298.3097,1742.191,770.1539,2246.03,1647.074,361.1159,20.26982,0,0,2078.837,322.8571,922.4487,0,0,0,150.9869,31.07847,2115.046,7446.879,6220.725,820.5287,601.8622,0,0,0,0,63.8082,256.4376,233.5197,87.00583,72.54313,63.37447,53.94286,20.2185,0,0,50.06216,15.30552,43.73006,0,0,0,25.46945,16.82046,31.76143,130.0875,93.41597,49.08466,37.26138
2505,504,53856,0.2194258,56.01797,107.8414,331.6411,566.0856,1995.724,520.3003,255.863,0,135.426,278.0216,110.3945,139.849,17.42022,0,585.1212,1705.089,4871.684,68.23058,102.1045,26.79127,217.7453,72.26991,344.7646,1522.624,1014.013,439.4021,336.7033,30.51028,33.23493,46.00435,3181.914,2816.979,39.57408,29.95915,0,21.1394,27.5695,22.13288,23.17558,19.39387,0,40.61482,82.56345,235.8956,18.15138,0,10.10645,18.77946,22.17108,16.78535,71.84634,49.36867,35.9039,32.41112
3825,627,55533,0.09390602,0,100.5081,74.11919,208.4965,179.9942,153.6712,58.35877,47.29541,86.8083,144.5419,24.34268,1.034842,2.669569,1.370451,295.5847,612.1622,1749.035,0,0,32.41346,8.249623,1.745552,7.262436,900.9388,21.36011,39.2866,28.52449,0,37.58259,15.62254,17.65653,16.77516,3.382998,6.913824,6.732131,2.383392,2.775993,1.464242,1.281804,1.564911,9.945467,3.621441,4.121354,11.7753,0,0,1.437824,1.512867,1.150337,0.4775796,8.089378,1.404646,2.081459,1.77511
688,413,52203,0.2779983,5.056103,28.79865,0,73.72686,67.04145,5.828374,8.510593,0,7.304426,23.1447,0,0,0,0,52.96362,14.65537,41.87249,4.04447,0,10.24129,9.101233,5.160098,18.48624,188.7859,54.3713,41.52773,17.17931,11.81468,0,0,23.86951,20.35991,11.42901,9.06558,0,8.107576,7.391398,0,0,0,0,13.46532,3.271878,9.348223,2.832154,0,4.964308,6.614579,4.463636,4.030754,32.21832,11.85516,10.08128,6.720065
2108,280,53473,0.06425931,0,0,0,289.5727,454.8202,93.364,11.83582,60.92999,76.62429,126.3086,18.17248,4.104863,0,0,275.7626,352.5833,1007.381,0,4.526131,27.34241,29.38463,10.78682,13.42345,886.8046,39.48074,88.96465,63.24729,0,0,0,25.61455,27.51533,9.686868,10.94427,12.60492,5.817002,6.278336,4.313674,8.589595,0,0,6.603361,4.829154,13.79758,0,5.133678,2.389397,2.897782,2.971314,1.258413,10.93117,3.701215,4.41707,3.851413
1112,169,53180,0.04476098,0,0,0,59.86576,516.6,256.3066,94.14474,71.74619,128.6564,272.8047,49.99441,7.174221,4.210086,12.98197,670.7802,1491.752,4262.149,25.71432,0,80.19736,21.43484,16.32516,15.03969,2252.271,44.23439,81.65339,64.27619,0,0,0,63.89571,202.5737,105.7607,42.04818,33.42918,49.52465,97.22974,20.17417,9.374207,13.06213,9.995839,198.6594,407.4255,1164.073,17.60487,0,23.47069,6.60548,14.21513,3.791027,482.0222,11.15008,18.88038,15.51806
1199,600,52703,0.04807491,0,0,0,949.5481,1243.13,179.7027,75.14542,127.5495,198.3289,341.5786,20.13155,3.590712,0,0,737.8397,838.5723,2395.921,0,7.259058,86.19697,65.6368,19.70207,55.75545,2330.644,163.9866,287.9941,210.631,0,0,0,86.42648,96.48533,15.29592,32.34716,34.78832,16.85591,26.47822,5.072753,7.135903,0,0,45.13942,41.86822,119.6235,0,3.868651,5.83082,4.897276,3.439073,2.845299,90.67754,8.368526,12.83877,10.06108
1307,27,52999,0.1432563,0,150.2276,305.6922,178.3501,107.6978,219.3514,78.46305,19.08669,55.00142,90.21937,58.68938,77.81366,14.65013,10.54688,212.0114,664.7045,1899.156,6.168123,0,23.8113,41.32094,18.78994,77.08842,683.9286,226.7307,68.10574,69.2692,0,30.24471,27.42477,108.601,81.34184,15.23477,13.58835,9.07363,9.448384,9.680951,8.99063,10.20875,7.606828,6.824165,11.6237,23.28092,66.51691,0,0,5.330437,5.602218,14.3775,3.385079,21.69383,9.956116,7.506626,7.673159
2143,161,54184,0.04648755,0,0,0,809.5236,858.561,273.707,0,206.2158,200.8002,319.1823,26.43204,9.382125,8.272843,0,700.2017,1000.311,2858.032,6.967284,0,79.95728,51.20167,17.58937,27.51874,2039.559,80.93748,197.932,142.0845,0,0,0,80.36044,88.22494,14.13225,0,13.42482,10.10103,10.245,6.354466,6.582638,5.415635,0,12.14783,9.68238,27.66394,8.202777,0,5.281357,5.047121,4.546597,1.512257,24.86739,4.447815,6.026162,5.031747
2480,318,53851,0.05016405,0,0,0,500.4428,634.621,153.5468,57.84114,65.52713,127.7608,213.5054,16.38794,2.822803,6.350981,0,463.6772,631.9791,1805.654,6.888135,3.320011,52.04755,40.21165,18.57102,19.20548,1556.574,56.48671,145.6214,106.6793,0,0,0,35.11874,31.10886,8.928446,30.27846,28.71398,7.638857,7.206747,3.820327,5.322672,3.90591,0,7.516348,5.184284,14.81224,11.99632,15.44078,4.506826,3.66912,3.001419,1.179713,13.76899,3.469745,4.22847,4.300319
450,409,51908,0.04662029,0,0,0,363.7533,367.2043,504.085,247.4984,0,141.9777,221.0725,227.9191,95.85158,1.324785,0,427.7306,857.9592,2451.312,5.822408,0,43.16291,155.5681,66.3207,131.2895,1242.111,386.1455,142.2087,122.7025,0,0,0,141.8213,118.4714,29.17225,20.62941,0,14.48052,14.20656,15.26585,11.42254,17.59649,0,18.50911,30.50563,87.15895,4.990035,0,6.680062,8.740269,6.730613,3.965068,31.90598,11.66197,6.420495,6.450557
597,460,52059,0.2414122,38.40395,22.0195,17.44288,86.55997,199.5434,81.80286,28.17276,26.53532,49.54723,93.35128,14.31999,20.68559,0,4.457654,205.7641,390.4185,1115.481,0,0,25.03666,18.2778,6.954912,11.73127,599.9494,34.50372,44.38628,29.51347,26.16814,11.10709,13.18687,14.80136,13.15016,4.657399,11.62659,8.462209,4.386906,4.648412,3.457193,24.35701,0,5.273076,4.550879,2.916538,8.332967,0,0,3.413809,13.7036,4.370847,1.647592,8.260509,4.845859,8.40391,7.526504
619,278,52056,0.06310216,0,0,0,0,0,17015.08,104.9552,115.4691,198.3527,289.6204,40.2528,0,6.425882,0,599.718,986.9665,2819.904,0.9214127,0,58.95971,20.99383,9.955244,18.98809,1650.603,55.84734,118.6769,82.4003,0,0,0,0,0,93940.65,28.12168,23.98285,13.1518,9.67646,6.900599,0,5.009714,0,10.17625,7.917248,22.62071,75.71899,0,4.024806,2.490767,3.821566,1.163896,16.38835,3.423224,3.055675,3.376953
1190,234,52670,0.07243599,0,0,0,580.8066,1123.515,443.5324,132.9935,81.84489,142.0132,230.955,75.37933,81.97888,17.0666,22.796,505.1792,1535.222,4386.348,0,0,0,239.1792,73.97861,407.8057,1578.195,1199.428,493.5572,480.6308,0,0,0,3289.259,2953.715,21.73646,697.3253,961.7133,16.69449,16.13543,13.99841,15.19585,12.80478,18.53291,19.80973,24.10414,68.86898,0,0,0,11.68853,15.18711,8.432249,30.21323,24.80073,19.615,22.52173
1799,392,53556,0.04041683,0,0,0,1089.028,762.2665,347.319,117.8932,146.4928,240.7284,407.4652,31.46802,18.47972,0,0,793.7706,1215.028,3471.508,0,6.944164,81.90204,23.96452,16.97136,26.20977,1952.018,77.08755,122.7893,93.36452,0,0,0,181.2656,121.7741,47.21043,49.24791,46.88163,32.66759,51.29621,9.132348,11.73775,0,0,77.61185,129.7738,370.7824,0,8.393306,9.375706,5.076939,3.961108,2.228659,155.3289,6.55488,10.27715,7.215853
1938,406,53379,0.1146263,0,0,144.7673,498.6409,542.0612,166.162,128.7433,10.76565,101.6244,197.9034,13.02513,0,0,0,436.8686,701.836,2005.246,0,24.53893,57.43103,44.0569,10.91572,33.99692,1487.399,99.99094,130.1799,99.08642,0,0,74.56844,54.77508,63.31639,18.24018,55.18818,63.52422,11.89723,19.11739,3.662663,0,0,0,43.70849,64.16769,183.3363,0,14.17859,5.889457,5.150427,3.110201,3.004556,105.8826,8.836928,9.359942,8.565647
2506,328,54179,0.108398,0,0,0,217.4439,28.16397,9.529798,0,8.464312,0,35.64117,17.75276,0,0,9.002232,65.0905,20.46269,58.46482,0,318.3985,0.5882707,28.74615,0,35.50184,111.0823,104.4172,53.18213,26.5959,0,0,0,128.2933,77.896,5.559412,0,22.94056,0,18.09358,5.815702,0,0,10.9655,9.060038,2.488451,7.10986,0,0,0,9.716497,0,3.086968,10.12927,9.079317,8.149467,6.717721
6469,127,56328,0.3945173,11.32898,14.8593,36.68694,0,254.9289,66.70509,9.064055,22.67331,14.38657,32.03949,10.05664,11.95049,1.972363,1.743253,74.90153,243.3641,695.326,26.42551,3.97457,8.542655,31.42344,8.096632,44.91361,224.1227,132.0989,50.13996,54.40444,20.86975,4.754407,4.5488,0,19.92299,6.437926,9.391816,9.869469,3.632269,4.677752,3.801253,2.804267,2.329695,4.411676,5.496247,11.44099,32.68853,26.19698,2.555855,3.774659,4.965858,3.264673,2.301065,11.82249,6.767838,5.183291,8.774486
624,526,52377,0.08853365,0,0,0,377.6389,254.3285,197.1648,68.9076,47.10044,75.65228,152.1006,16.27677,64.20892,6.830622,8.539679,321.3347,640.3192,1829.483,0,12.31481,32.12308,78.54305,23.60766,271.1705,1086.871,797.5602,223.8209,199.0061,0,0,0,41.33919,37.72688,10.24576,37.68969,29.98195,7.904723,9.028588,5.641741,7.264902,6.206515,5.318365,10.41219,11.96818,34.19479,0,5.621802,5.148638,6.607047,5.081793,4.195388,15.22788,12.33938,8.717286,9.374013
4321,583,55504,0.1017671,0,172.0722,1344.553,765.5743,462.6943,218.6176,10.39223,156.8804,123.5836,211.8502,50.96429,0,0,0,481.9034,998.6044,2853.155,0,0,54.95954,12.727,3.707659,12.50691,1564.749,36.78503,54.05001,40.14067,0,67.25228,199.3223,116.5264,6.840754,4.802779,6.882296,6.374571,2.699349,3.402651,2.25822,0,0,0,4.704965,4.428368,12.65248,0,0,2.481877,2.033316,2.020758,0.659048,9.525932,1.938376,2.45545,1.999197
483,594,51924,0.08612272,0,0,0,563.018,1067.693,211.624,157.3456,38.05799,157.2388,294.7237,21.58305,5.204914,0,0,611.5428,875.0357,2500.102,0,0,69.71289,46.23313,19.11729,34.42604,1912.597,101.2531,185.2757,135.6993,0,0,0,27.87674,22.67206,8.275262,184.79,238.0965,6.184624,7.334184,4.167113,4.009515,0,0,8.796133,7.156707,20.44773,0,0,3.269145,2.598434,3.235672,1.233519,15.02619,3.627997,5.015153,4.935523
2148,212,54526,0.09694809,0,0,0,21.13061,1206.385,311.4767,123.353,101.8878,182.3987,327.6255,52.12775,2.781659,0,0,735.9016,1269.453,3627.01,0,11.03485,80.97586,42.49685,11.38515,24.34217,2340.899,71.59463,134.219,99.12758,0,0,0,57.10135,42.48094,8.810572,21.90518,18.04,7.093929,7.332095,5.275401,3.661508,0,0,10.88217,10.78393,30.81124,0,4.623927,3.902369,3.855559,2.849774,1.100226,19.58182,3.235959,5.432441,4.29548
515,378,52051,0.04635565,0,0,0,403.6046,658.2491,158.9603,60.76709,73.9821,126.1554,213.2866,13.37216,0,0,5.423669,450.1631,651.9116,1862.604,0,3.683657,51.75583,18.79594,5.741112,23.00302,1188.912,67.65593,97.85705,74.23827,0,0,0,48.8554,64.11199,15.88578,17.2347,18.61028,13.24022,19.69825,3.823876,0,0,3.976239,39.83173,48.22358,137.7817,0,4.575996,4.975528,2.736682,2.051668,1.559544,74.82053,4.586894,6.542847,5.243893
2340,492,53733,0.1950675,1.677433,0.8168797,1.177069,34.63307,35.11311,22.4234,14.73909,0.6290476,16.33345,32.10305,4.909186,0.709495,1.525563,0,84.7639,158.243,452.1229,0,1.076175,11.21885,5.262269,2.060707,5.48672,476.6928,16.13741,18.13005,16.71581,1.980157,1.697408,1.126732,2.285076,2.468271,1.042948,8.451199,37.74751,1.036301,1.191075,0.742153,1.031596,6.264656,0,2.211134,2.035014,5.814326,0,1.033878,0.7230145,1.260038,2.701884,0.4103109,5.704201,1.206797,1.718365,1.417849
4426,198,56105,0.2794459,4.372456,1.936533,4.470642,31.25127,97.02794,14.01616,2.96711,13.42298,9.183491,20.41058,8.37E+09,0,0,0.04253891,38.3881,42.56801,121.6229,1.00768,0.3204492,3.266535,0.9450436,1.42514,4.309967,101.9453,12.67637,9.987969,5.424365,2.163105,2.748602,1.796812,2.725804,4.353765,1.699317,3.750891,2.061871,1.580586,1.881312,0,0,0,77.11359,2.075733,1.346723,3.84778,12.54362,24.57185,1.27688,3.045162,2.644897,0.6784898,3.039672,1.995558,1.784863,1.35909
